Cruise_Start_Date,Incident_Category,Incident_Subcategory,Room_Number,Guest_Type,Status,Department,Reference_Id,Added_Date,Description
3/24/2024,Excursion Experience ,Tour Operator Knowledge,8246S,Regular Guest,Closed-Resolved,Excursions,SC-5187179532249335,3/26/2024 15:17,"3/26/24 GSA CANSU - Guest s sent message in SQ individually and informed that they went to pier around 12:45 pm, 45 minutes before the excursions starting time, Guest  stated that flag number changed temporarily from 11 to 12, and Guest s were confused about where they had to go and which flag number was theirs. Guest  was so confused, however the first message from Guest  Tong Was at 1:24 pm as ""I couldn't find the meeting point so i missed this, I can’t find the meeting point so I missed it.Sorry, the instruction told me the meeting point is number 12. Originally it was 11, but you changed it to 12. This is not my problem When I got off the ship at 12:40 it was number 11 . The most confusing thing is that I was not informed of the temporary change of flag number Only secretly changes in the instructions screen."" "
3/24/2024,Room ,Air Conditioning,12243P,VIP2,Closed-Resolved,Housekeeping,SC-39329458524019704,3/26/2024 15:32,Air Conditioning
3/24/2024,Security ,Confiscated Item,10106S,Regular Guest,Closed-Resolved,Housekeeping,SC-39330927140566662,3/26/2024 15:57,3/26/2024 FM Stan: RA reported that inside room guest have coffee machine 
3/24/2024,Security ,Smoking Policy,10094S,Regular Guest,Closed-Resolved,Housekeeping,SC-38617121838340416,3/26/2024 16:01,3/26/2024 FM Stan: RA reported smoking evidence on the balcony floor
3/24/2024,Room ,Minor Maint Issue,15339P,VIP1,Closed-Resolved,Housekeeping,SC-39331349015064361,3/26/2024 16:04,Balcony partition door between 15339A and 15339Z is broken as well as the hinges as reported by RA
3/24/2024,Room ,TV / Room Controls,13162P,Regular Guest,Closed-Resolved,Housekeeping,SC-38617821362391527,3/26/2024 16:13,TV / Room Controls
3/24/2024,Excursion Experience ,Overall Experience,11222S,Regular Guest,Closed-Resolved,Excursions,SC-39332452453145727,3/26/2024 16:22,"Guest s gave feedback that tour was overcrowded & the food given was sub par, they also expressed that on our tour description it expresses highly that if you can not swim then do not book yet on the tour were people could not swim at all from other 3rd party ships, not virgin guests"
3/24/2024,Excursion Experience ,Overall Experience,13198P,Regular Guest,Closed-Resolved,Excursions,SC-38618972472696281,3/26/2024 16:32,"Guest  gave feedback that his tour was poor & the food quality bad, the overall experience was not worth the money & the locations were less than scenic "
3/24/2024,Luggage ,Other,14086S,Regular Guest,Closed-Resolved,Guest Services,SC-5192203645770417,3/26/2024 16:35,03/26/2024 GSA JKG. Guest  lost luggage via the airline. Luggage kit etc sent and comp laundry applied. 
3/24/2024,Batch Incidents ,Other,11150S,Regular Guest,Closed-Resolved,Excursions,SC-5191915061314735,3/26/2024 16:40,"Cancelled Chicen Itza tour guests - Guest s came back by ferry at there own expense, $30, also no food provided as they did not get to the venue where lunch is provided so they had a choice to wait till 630 to come back with the ferry (by that time they would be starving) or come back with a ferry at there own expense 
Tour guide didn’t give much info, only when guests asked did they give information 
Guest s have already been refunded in full but may ask for additional compensation "
3/24/2024,Room ,Balcony Condition,13034P,Regular Guest,Closed-Resolved,Housekeeping,SC-39325652749124414,3/26/2024 16:42,Guest  requested to open the balcony partition door along with 13034A
3/24/2024,Room ,TV / Room Controls,13134P,Regular Guest,Closed-Resolved,Housekeeping,SC-5192228013476145,3/26/2024 16:42,TV / Room Controls
3/24/2024,Room ,Balcony Condition,13078P,Regular Guest,Closed-Resolved,Housekeeping,SC-39333019039097378,3/26/2024 16:44,"Guest  requested to open the balcony partition door along with 13082A, 13086A"
3/24/2024,Room ,Balcony Condition,13038P,Regular Guest,Closed-Resolved,Housekeeping,SC-39333119010045988,3/26/2024 16:46,Guest  requested to open the balcony partition door along with 13042A
3/24/2024,Room ,Balcony Condition,13090P,Regular Guest,Closed-Resolved,Housekeeping,SC-5192402239517042,3/26/2024 16:48,"Guest  requested to open the balcony partition door along with 13098A, 13094A"
3/24/2024,Room ,Balcony Condition,12261S,VIP2,Closed-Resolved,Housekeeping,SC-5192764621520511,3/26/2024 16:51,"Guest  requested to open the balcony partition door along with 12267z, 12273z"
3/24/2024,Security ,Smoking Policy,12279P,VIP2,Closed-Resolved,Guest Services,SC-39334309998449131,3/26/2024 16:53,RSA Gugu received  the following  message from Todd - Also the marijuana smell is coming from room 12285A. Can you move them if they are going to continue to smoke or move us? They are smoking in the room and it’s bothering my husbands asthma.
3/24/2024,Excursion Experience ,Overall Experience,13186P,Regular Guest,Closed-Resolved,Excursions,SC-5193209285314288,3/26/2024 17:01,Guest  expressed his tour was not worth the money & the time spent at the swim location was to short for the money paid 
3/24/2024,Account/Billing ,Bar Credit,9370P,Regular Guest,Closed-Resolved,Guest Services,SC-5193674584215634,3/26/2024 17:06,03/26/2024 @ 16:45 - GSA Rone - Guest s have advised that they purchased a bar tab of $100 on the 03/22/2024 but this is not reflecting on their account. GSA advised that I will contact shore side and confirm what has happened here and reach out once they have responded. Guest s happy 
3/24/2024,Room ,Shower / Plumbing,13030P,Regular Guest,Closed-Resolved,Housekeeping,SC-5194126356876542,3/26/2024 17:07,Shower / Plumbing
3/24/2024,Room ,TV / Room Controls,13150S,Regular Guest,Closed-Resolved,Housekeeping,SC-694150742028414,3/26/2024 17:16,TV / Room Controls
3/24/2024,Room ,Survey,14142P,Regular Guest,Closed-Resolved,Housekeeping,SC-39336135786350353,3/26/2024 17:23,03/26/24 @17:22 GSA Barbara: Guest s came to SS saying that Guest  Tina was bitten by bedbugs on her right upper arm. 
3/24/2024,Room ,Noise / Vibration,9150P,Regular Guest,Closed-Resolved,Guest Services,SC-5152323200984604,3/26/2024 5:36,"03/26/24 4:47AM Guest  called reporting banging noise coming from the corridor.  GSA listened carefully and we shared this with housekeeping to take a look . PAM confirmed the noise is because the ship movement. Guest  called back to request medical assistance due she is not feeling well after her dinner, GSA mentioned about might be applied additional charge, we connect guest with  medical center. During the call GSA mentioned the reason of the banging noise, a different room was offered to guest and she appreciated the follow up. "
3/24/2024,Room ,Air Conditioning,14086S,Regular Guest,Closed-Resolved,Housekeeping,SC-5153421491895694,3/26/2024 5:55,"03/26/24 4:44AM Guest  called reporting the room is warm. GSA asked guest if the balcony door was completely closed and locked and guest confirmed it's correct. Guest  shared the thermostate was on blue color but the room is warm. GSA offered to send assistance and guest declined, however; guest requested to take a look on this earliest morning to make sure the AC is working properly."
3/24/2024,Room ,TV / Room Controls,13134P,Regular Guest,Closed-Resolved,Housekeeping,SC-5196859998029421,3/26/2024 18:02,TV / Room Controls
3/24/2024,Loyalty Program ,Not on manifest,10026S,Regular Guest,Closed-Resolved,Guest Services,SC-39338679108501017,3/26/2024 18:18,03/26/24 @18:10 GSA Barbara: Guest  came to SS asking if he can get the DBP as this is his third full fare cruise with us.
3/24/2024,Dining Experience ,Service,9198P,Regular Guest,Closed-Resolved,Restaurant,SC-38625405828426292,3/26/2024 18:19,"Guest  joined us for dinner at exactly 17:45 and mentioned he needed to leave in 25 minutes. We fired his main course right away at 17:53 and food was sent at 18:10, the minute steak and side dishes were ready to be served guest said he was leaving as he had to go. He left without eating."
3/24/2024,Loyalty Program ,Missing Amenitites,12290P,Regular Guest,Closed-Resolved,Guest Services,SC-38625662350205236,3/26/2024 18:23,03/26/24 // 6:21pm // GSA TT: Guest s approached the desk saying that didnt received the celebration bubbles (also room 14090Z). The rooms are not in the VR and nothing is reflected in Seaware. Guest s also mentioned that the bottle was promised by the travel agent. Message sent to solutions. 
3/24/2024,Room ,Room Safe,11210P,Regular Guest,Closed-Resolved,Housekeeping,SC-39297594103678662,3/26/2024 6:53,Room Safe
3/24/2024,Room ,Air Conditioning,13290S,Regular Guest,Closed-Resolved,Housekeeping,SC-5200616705377876,3/26/2024 18:55,Air Conditioning
3/24/2024,Bar Experience ,Other,8110S,Regular Guest,Closed-Resolved,Bars,SC-38584568320561423,3/26/2024 6:58,"1:08?AM :Kindly note that the guest from the room  12070Z Andres Amorozo  has been restricted from consuming alcohol, as per ABOM."
3/24/2024,Room ,Survey,5262i,Regular Guest,Closed-Resolved,Housekeeping,SC-5157380340342185,3/26/2024 7:04,"Q: How would you rate your room or RockStar Quarter?, A: 2
Q: Cleanliness of the room?, A: 5
Q: Housekeeping service so far?, A: 5
Q: Friendliness of Room Host?, A: 5
Q: Not finished? Tell us everything!, A: Beds were not able to be put together, had no idea about this . 
"
3/24/2024,Room ,Mini Fridge,12248i,Regular Guest,Closed-Resolved,Housekeeping,SC-39341506786455406,3/26/2024 19:05,Mini Fridge
3/24/2024,Account/Billing ,Bar Credit,12354S,Regular Guest,Closed-Resolved,Guest Services,SC-5158766960165672,3/26/2024 7:27,03/25/23 07:20AM GSA AC: The guest approached SS and said he purchased a $300 BT using his VS card ending 7297 but it was not showing on his account. GSA checked on seaware and saw that there was a refund done of $100 and a refund of $200 on the same day.  GSA then informed the guest that he would check with shore side regarding this and will revert to him once he receives an answer.
3/24/2024,Dining Experience ,Food,13202P,Regular Guest,Closed-Resolved,Restaurant,SC-5202243590752038,3/26/2024 19:28,Guest s mentioned that the eggplant was not up to their expectation.
3/24/2024,Dining Experience ,Food,5302P,Regular Guest,Closed-Resolved,Restaurant,SC-702237313738246,3/26/2024 19:31,Guest s mentioned that the eggplant was not up to their liking.
3/24/2024,Room ,Shower / Plumbing,8350P,Regular Guest,Closed-Resolved,Housekeeping,SC-38630502719589042,3/26/2024 19:44,Shower / Plumbing
3/24/2024,Entertainment Experience ,Survey,10358P,Regular Guest,Closed-Resolved,Entertainment,SC-5160342498659500,3/26/2024 7:53,"Q: How was your entertainment?, A: 2
Q: Are you satisfied with the amount of shows and activities at night?, A: 5
Q: Are there any shows or activities that you would like to see that we don't currently offer?, A: NA
Q: Are you satisfied with the amount of shows and activities during the day?, A: 4
Q: Not finished? Tell us everything!, A: NA
"
3/24/2024,Excursion Experience ,Overall Experience,10054P,Regular Guest,Closed-Resolved,Excursions,SC-5204814536703919,3/26/2024 20:05,"Guest  after swimming ingested some water then when back on board vomited a few times, no one motioned to clean it up & tried to avoid eye contact or approaching the guest to help, no care or initiative was taken to make this unfortunate incident amended
  "
3/24/2024,Medical Event ,Illness,15339S,VIP1,Closed-Resolved,Guest Services,SC-39346136900348959,3/26/2024 20:10,"March 26th at 17:15 RSM received a call from MRSA informing Guest  Donna was in the medical center as she was not feeling well. RSM with GSM went to see the Guest  and spoke with her. Guest  said she is fine and should be released after two hours. RSM asked if her travel companions knew she was there and she confirmed. Guest  opted to stay onboard and not disembark to attend to a hospital. RSM spoke with Juan and Diana in person to inform he had visited Donna, they were appreciative for the follow up. "
3/24/2024,Room ,Noise / Vibration,10011P,VIP2,Closed-Resolved,Housekeeping,SC-39346615345032279,3/26/2024 20:18,"March 26th at 13:20 Guest  Theresa wrote a comment in the survey:"" We keep hearing what sounds like a drum beat thumping throughout the night. Annoying and sometimes hard to get to sleep. Everything else has exceeded our expectations!"". "
3/24/2024,Excursion Experience ,Overall Experience,10218P,Regular Guest,Closed-Resolved,Excursions,SC-5205552207511559,3/26/2024 20:24,03/26/24 at 20:20 GSA Lola: Guest  Quantasha via SQ: 'I want to know if I can get a refund or credit due to my excursion being limited I wasn’t able to kayak or paddle board due to the weather. Me multiple guests had to purchase are own alcoholic drinks even tho on the package it stated that the drinks will be unlimited for 2 hours. The customer service was very poor. They were literally giving us juice in place of an alcoholic beverage.'
3/24/2024,Entertainment Experience ,Show Unavailable,13314S,Regular Guest,Closed-Resolved,Bars,SC-39346392652210661,3/26/2024 20:27,Very disappointed that the Negroni tasting class was canceled today due to not enough uptake.
3/24/2024,Account/Billing ,Guest  Credit,14334P,Regular Guest,Closed-Resolved,Guest Services,SC-5206017594087509,3/26/2024 20:35,3/26/24 8:33 PM GSA CS : Guest s approached SS desks claiming that they are missing 100 SL . GSA sent message to solutions and informed the guests that that GSA will sent them message as soon as there are some news. 
3/24/2024,Room ,Room Safe,9294S,Regular Guest,Closed-Resolved,Housekeeping,SC-5206064983211756,3/26/2024 20:35,Room Safe
3/24/2024,Dining Experience ,Survey,9362S,Regular Guest,Closed-Resolved,Restaurant,SC-5162956947654866,3/26/2024 8:37,"Q: How was your dining experience?, A: 3
Q: Friendliness of the crew?, A: 5
Q: Quality of the food?, A: 3
Q: Menu choices?, A: 2
Q: Not finished? Tell us everything!, A: Gede was an excellent server! But we didn't enjoy the food here.  I had the fried chicken sandwich which was very dry and the black bun was too hard to enjoy. The fries, churrros with the strawberry sauce and Yass Queen cocktail were great.  My husband had eggs,potatoes and impossible sausage.  His egg was not cooked to medium as requested and the side of bacon was alright.  He expected it to be smoky but it was sweet.  He had the cheesecake which was decent. I would come back here only for the churrros and bottomless Yasss Queen! 
"
3/24/2024,Room ,Room Flood,14198P,Regular Guest,Closed-Resolved,Housekeeping,SC-38633713701742530,3/26/2024 20:37,"3/26/2024 At 7:45pm, a guest reported that the carpet in front of the bathroom door was wet. Upon inspection by FM and RA, a wet carpet measuring approximately 10 square cm was found in the room. Further investigation revealed that the AC drain was not draining, resulting in water overflowing onto the floor. The water was extracted from the technical space and carpet. AIMS was created for HVAC #SCL1240012932, and SS was informed. The guest declined to have a blower placed in the room as they wished to stay there."
3/24/2024,Room ,Toilet Not Flushing,13326P,Regular Guest,Closed-Resolved,Housekeeping,SC-38591049221465643,3/26/2024 8:46,Toilet Not Flushing
3/24/2024,Pre Boarding ,Survey,9338S,Regular Guest,Closed-Resolved,Guest Services,SC-39344711110729792,3/26/2024 20:46,"03/26 HFM OM: Ahoy team,

The guest Andrea Meckes is currently cruise on SCL. She approached the desk and requested to speak to a manager. As per her, back in September she was incorrectly advised by a customer service representative via the phone to cancel her cruise and claim with the AON afterwards. The flight was cancelled due to the bad weather, so the guest could not make it to Barcelona. The guest is requesting to have an onboard credit as a compensation for her experience. "
3/24/2024,Dining Experience ,Food,8038P,VIP2,Closed-Resolved,Restaurant,SC-38634489152800229,3/26/2024 20:50,"Guest  has a dairy restriction. However, she said that she can eat everything."
3/24/2024,Medical Event ,Medical Emergency,11122P,Regular Guest,Closed-Resolved,Guest Services,SC-38634751229802532,3/26/2024 20:55,"Please be advised of the following incident/accident that occured on tour: 
Guest  name: Gregory Bloom
Guest  age: 53
Room: 11122A
Tour Name: Adventure Time at Xcaret's Xplor Park
Tour Operator: Aviomar 
Port of Call: Cozumel
UPDATE 1: As per the tour operator, guest Gregory (room 11122A), allegedly had an epileptic while waiting for the ferry to depart back to Cozumel after his tour. Guest  is being transported to a local hospital, in Playa Del Carmen. 
As per tour operator, guest is currently being tended to at Hospital Costamed - Carretera Federal 305 de cuota Mz 285 LT 7. Col ejido sur 77712, Playa del carmen."
3/24/2024,Dining Experience ,Food,5274P,Regular Guest,Closed-Resolved,Restaurant,SC-5164814182586156,3/26/2024 8:58,"Guest s claimed that bacon is not good as before, RM Marcos offer them another one, they refused."
3/24/2024,Account/Billing ,Guest  Credit,12354P,Regular Guest,Closed-Resolved,Guest Services,SC-39297926393117792,3/26/2024 8:59,"03/26/24 @8:50 GSA Barbara: Guest  sent message in chat ""Good morning. I completed my gold level first mates training and completed the Google form, but I don’t see my loot in my account. Are you able to help me with that?"""
3/24/2024,Room ,Neighbor,5226S,Regular Guest,Closed-Resolved,Guest Services,SC-38591905503481176,3/26/2024 9:01,"GSA Virgil 8:57AM- guest approached ss desk asking what we do here. I explained to guest and then she asked to speak to a manager. I asked guest why would she like to talk to manager, which she responed that she is havin some issued with teh room and that she can hear her neighbours as walls so thin. As well as that she mentioned that she needs to speak with someone about excursion, however she did not disclose to me what exactly is the problem. Message was sent to shore things manager to come and speak to guest. "
3/24/2024,Room ,Air Conditioning,10222S,Regular Guest,Closed-Resolved,Housekeeping,SC-5165162126631994,3/26/2024 9:04,Air Conditioning
3/24/2024,Room ,Air Conditioning,10146S,Regular Guest,Closed-Resolved,Housekeeping,SC-38592451574619814,3/26/2024 9:10,Air Conditioning
3/24/2024,Dining Experience ,Food,14038P,Regular Guest,Closed-Resolved,Restaurant,SC-5166137825223990,3/26/2024 9:30,"Guest s did not like menu choice, as per guests claimed  that service was slow, "
3/24/2024,Account/Billing ,Guest  Credit,10054P,Regular Guest,Closed-Resolved,Guest Services,SC-5166518425278761,3/26/2024 9:33,"GSA Virgil 9:32AM-BK1123206- guest is claiming that she is missing $150 guests loot for TA, could you please check for me. Message sent to solution"
3/24/2024,Room ,Shower / Plumbing,14009P,VIP2,Closed-Resolved,Housekeeping,SC-667517383111645,3/26/2024 9:52,Shower / Plumbing
3/24/2024,Room ,TV / Room Controls,12360S,Regular Guest,Closed-Resolved,Housekeeping,SC-39344305907038681,3/26/2024 21:52,TV / Room Controls
3/24/2024,Room ,Air Conditioning,12338S,Regular Guest,Closed-Resolved,Housekeeping,SC-5168719175346977,3/26/2024 10:10,Air Conditioning
3/24/2024,Room ,Shower / Plumbing,11018S,Regular Guest,Closed-Resolved,Housekeeping,SC-39345503163648699,3/26/2024 22:12,Shower / Plumbing
3/24/2024,Room ,TV / Room Controls,11154P,Regular Guest,Closed-Resolved,Housekeeping,SC-5168889552207402,3/26/2024 10:13,TV / Room Controls
3/24/2024,Room ,Damaged/Stained,12038S,Regular Guest,Closed-Resolved,Housekeeping,SC-5212253928310721,3/26/2024 22:15,"Guest s reported to ss that there is new carpet stain by toilet door. FM went to check and yes it is new stains. FM and RA tried to clean with carpet spotter but can not remove the stains. FM asked RA host, He said they did not noticed it when putting water this evening . "
3/24/2024,Room ,Air Conditioning,12243P,VIP2,Closed-Resolved,Housekeeping,SC-5212863399872148,3/26/2024 22:25,Air Conditioning
3/24/2024,Room ,Air Conditioning,14326P,Regular Guest,Closed-Resolved,Housekeeping,SC-5169791676420007,3/26/2024 10:28,Air Conditioning
3/24/2024,Room ,Mini Fridge,12261S,VIP2,Closed-Resolved,Housekeeping,SC-5213438460742780,3/26/2024 22:38,Mini Fridge
3/24/2024,Other,Other,12190i,Regular Guest,Closed-Resolved,Guest Services,SC-5171036876712236,3/26/2024 10:48,03/26/2024 @10:07 am - GSA Rone - Guest  came to guest services advising that they were charged for Wifi but they did not buy this. They advised that they not even sure how to purchase this. I looked at their phones and confirmed that they did not purchase the premium wifi. I advised them that we will look in to this for them. 
3/24/2024,Room ,Shower / Plumbing,14098S,Regular Guest,Closed-Resolved,Housekeeping,SC-5171122405829502,3/26/2024 10:50,Shower / Plumbing
3/24/2024,Internet Connection ,Internet Speed / Quality,11146S,Regular Guest,Closed-Resolved,Guest Services,SC-671987153488929,3/26/2024 11:07,"03/26/24 @11:00 GSA Barbara: Guest  called saying she purchased the Premium wifi but was unable to use it, her app is still not working, nothing is loading. "
3/24/2024,Room ,Air Conditioning,9022S,Regular Guest,Cancelled,Housekeeping,SC-672051908324262,3/26/2024 11:08,Air Conditioning
3/24/2024,Dining Experience ,Service,11086S,Regular Guest,Closed-Resolved,Restaurant,SC-39349811882590116,3/26/2024 23:24,Guest s experienced food delay.
3/24/2024,Room ,Air Conditioning,13034S,Regular Guest,Cancelled,Housekeeping,SC-716736032690800,3/26/2024 23:32,Air Conditioning
3/24/2024,Room ,Air Conditioning,13034S,Regular Guest,Cancelled,Housekeeping,SC-5216897753500634,3/26/2024 23:33,Air Conditioning
3/24/2024,Room ,Mini Fridge,13034S,Regular Guest,Cancelled,Housekeeping,SC-39358311632162113,3/26/2024 23:33,Mini Fridge
3/24/2024,Room ,Noise / Vibration,12360P,Regular Guest,Closed-Resolved,Guest Services,SC-39314467253353078,3/26/2024 11:35,03/26/24 09:30am GSA AC: The guests stopped by reported that they experienced so much motion sickness last night and this morning again there was loud noise and vibration that woke them up. GSA extended apologies and offered  the guest a  new room to move. room 8106Z.
3/24/2024,Dining Experience ,Food,8226P,Regular Guest,Closed-Resolved,Restaurant,SC-38644400109133339,3/26/2024 23:36,"Guest  left a comment saying ""Room service food not impressive"" "
3/24/2024,Room ,Air Conditioning,8154S,Regular Guest,Closed-Resolved,Housekeeping,SC-5216972543503603,3/26/2024 23:37,Air Conditioning
3/24/2024,Entertainment Experience ,Survey,10282S,Regular Guest,Closed-Resolved,Entertainment,SC-5217127979332863,3/26/2024 23:40,"Q: How was your entertainment?, A: 2
Q: Are you satisfied with the amount of shows and activities at night?, A: 2
Q: Are you satisfied with the amount of shows and activities during the day?, A: 2
Q: Are there any shows or activities that you would like to see that we don't currently offer?, A: NA
Q: Not finished? Tell us everything!, A: The first comedian seemed as though he was not confident and the act did not flow smoothly. The host and the 2nd comedian definitely showed confidence. 
The service was slow and the food was bland. 

"
3/24/2024,Room ,Mini Fridge,8011S,VIP2,Closed-Resolved,Housekeeping,SC-39315573535105476,3/26/2024 11:41,Mini Fridge
3/24/2024,Room ,Shower / Plumbing,14178S,Regular Guest,Closed-Resolved,Housekeeping,SC-5175605400275487,3/26/2024 12:05,Shower / Plumbing
3/24/2024,Security ,Smoking Policy,11250P,Regular Guest,Closed-Resolved,Housekeeping,SC-5175667935566434,3/26/2024 12:06,FM met with guest form 11246A stated that the room 11250A smoking in balcony. Dm apologized for the inconvenience. FM placed first smoking letter in room to notify guests that we re not allowed to smoke in room.  
3/24/2024,Room ,TV / Room Controls,14062S,Regular Guest,Closed-Resolved,Housekeeping,SC-5132915378734701,3/26/2024 0:07,TV / Room Controls
3/24/2024,Other,Other,14134S,Regular Guest,Closed-Resolved,Guest Services,SC-5135856745667720,3/26/2024 0:56,"Following happened in WTP room today 03/25/2024:
An incorrect ruling has been made today during a hand in our $120 ""Vegas Baby"" poker tournament and the affected player (Sammy Fairchild) was very upset about it, suggesting the entire tournament outcome was altered by the ruling. After the ruling, Guest  immediately said “that’s wrong”. He then got up and scanned WTP QR code we have for the TDA rules and began to look through the rules. Guest  then came up to the desk showing a google result for a rule that does not apply and said “See, I told you that you were wrong, you don’t know the rules”. 
After he was eliminated from the tournament, Guest  came over to the WTP room manager who tried to offer an explanation to him, took full ownership of the issue and apologized to him. Guest  proceeded to be nasty, and the WTP manager tried to defuse the situation, but the Guest  didn’t care and was intent on being loud and badgering the WTP manager for being wrong.
During his complaint to the WTP manager he said he was intent on leaving a bad review and wanted contact info of the person in charge. 
"
3/24/2024,Excursion Experience ,Crew/Unfriendly,13282P,Regular Guest,Closed-Resolved,Excursions,SC-5265300363451205,3/27/2024 13:03,"03/27/2024 GSA JKG. Guest s went on the snorkeling excursion yesterday and wanted to share that they had a great time, however there was a guy who worked for the cmpany who was passing comments and being creepy and weird. He was following them around and telling them to take off their life jackets he was grabbing them and touching them in the water, pushing them down. They were very unfomfertable. The girls felt that if they were not a as great of swimmers they would have struggled because this man was pushing them down into the water. This was a mexian man described to be in his fourtys. The girls were infear that there was a possibility that somethings would happen to them. GSA asked the guests was this visibale to other guests, The girls said the guests saw but nobody reached out to assist, defend or protect. Only after the excuriosn some guests mentioned how wierd the operators behaviour was but still failed to help. They girls were old  enough to be the daughter of the man who was oraying on them and the guests. "
3/24/2024,Room ,TV / Room Controls,12330P,Regular Guest,Closed-Resolved,Housekeeping,SC-5222178792453779,3/27/2024 1:04,TV / Room Controls
3/24/2024,Security ,Security Issue Other,5294S,Regular Guest,Closed-Resolved,Guest Services,SC-5223709474517554,3/27/2024 1:20,"1:04am GSA BV/ Security supervisor called to SS requesting to revoke alcohol priviledge for female guest. She fell down at the bar The Manor, medical assistance was offered but she declined. Security team scorted guest to her room. "
3/24/2024,Room ,Air Conditioning,10146S,Regular Guest,Closed-Resolved,Housekeeping,SC-5223281563838304,3/27/2024 1:22,Air Conditioning
3/24/2024,Room ,TV / Room Controls,8194P,Regular Guest,Cancelled,Housekeeping,SC-5224161377855202,3/27/2024 1:28,TV / Room Controls
3/24/2024,Room ,TV / Room Controls,12022P,Regular Guest,Closed-Resolved,Housekeeping,SC-5223871794332737,3/27/2024 1:29,TV / Room Controls
3/24/2024,Bar Experience ,Service,13238i,Regular Guest,Closed-Unresolved,Bars,SC-39405756040204644,3/27/2024 13:43,GSA SB 3/27 1:39pm - Guest  approached the SS desk stating that she wanted to file a complain. She said she went to the dock house at 1:20pm she ordered a pina colada with bar tender Nikola rolled his eyes at her and didn't say anything. She said she stood there until he said ok I will make you one.
3/24/2024,Excursion Experience ,Overall Experience,12202S,Regular Guest,Closed-Resolved,Excursions,SC-5268953228451951,3/27/2024 13:54,"Guest s Carol Costanza and Jennifer Merritt from room 12202Z approcahed to our desk to give us their opinion according to their Chichén Itzá's Ancient Wonders tour on which they went. They are aware of the transport time but when they went to explore the ruins the guide took them through the middle of many shops to buy souvenirs. They said that they had only one hour to explore the ruins, but most of the time they spent in the shops and they paid that money to see the Ruins, not to go shopping. They also wanted to add that when they booked the tour was at 10:30 am and they did not think we would change the time when they could take advantage of that time exploring the ruins. "
3/24/2024,Internet Connection ,Other,10026S,Regular Guest,Closed-Resolved,Guest Services,SC-39410217144380816,3/27/2024 13:58,"3/27/24 GSA CANSU- Guest  informed that they have DBP loyalty package, and asked a refund for the wifi charge. "
3/24/2024,Room ,Air Conditioning,12338S,Regular Guest,Cancelled,Housekeeping,SC-39368027995932691,3/27/2024 2:15,Air Conditioning
3/24/2024,Excursion Experience ,Poor Quality,8218P,Regular Guest,Closed-Resolved,Excursions,SC-38697169309550849,3/27/2024 14:15,"Guest s Gloria Roncancio and Gloria Suarez came to our desk to inform us about their experience on the excursion Mexican Fiesta: Mariachi, Tacos & Tequila
. They mentioned that the quality of the mariachi, the food and the establishment were inappropriate. They are asking for a 50% discount."
3/24/2024,Room ,Air Conditioning,12338S,Regular Guest,Closed-Resolved,Housekeeping,SC-726983456888177,3/27/2024 2:23,Air Conditioning
3/24/2024,Room ,Shower / Plumbing,12338S,Regular Guest,Closed-Resolved,Housekeeping,SC-39367781216851969,3/27/2024 2:23,Shower / Plumbing
3/24/2024,Medical w/ Potential Liability ,Medical Issue (Medium),11322S,Regular Guest,Closed-Resolved,Guest Services,SC-5270850559375686,3/27/2024 14:26,"03/27/2024 GSA JKG. Guest  came to desk requesting medical. Informing she is having an allergic reaction. GSA asked the guest did she eat something. She did not eat anything that may be unusual to her. she thinks it may be the wet suit she swam with yesterday from the tour, but of course she is unsure. GSA called medical and informed and the guest went to meet with the nurse. "
3/24/2024,Excursion Experience ,Overall Experience,13206S,Regular Guest,Closed-Resolved,Excursions,SC-39412751817823114,3/27/2024 14:40,"Guest  Brent Hollinger and  Morgan Semrau from room 13206Z  mentioned that they went on the excursion Snorkeling Beach Club Day in Cozumel and did not receive water during the trip, they felt unsafe during the trip on the boat because on several occasions they almost collided and were afraid because the speed at which they were going was not appropriate. Once they arrived at the site, they were not informed by the guides what to do or where to go. Guest  Morgan was very thirsty and asked for water but they told her it was an extra cost but they didn't charge for it. We were told that the food and beverages were not pleasant to them. Guest s are requesting compensation. "
3/24/2024,Room ,Survey,13022S,Regular Guest,Closed-Resolved,Housekeeping,SC-5271763634330021,3/27/2024 14:41,"Guest  mentioned in the survey that ""Love the food and the NO Kids is the best part! But I won't come back until the beds are changed. I can't sleep on a rock!! I've cruised other ships and this is the worst bed. Cheapest cruise line, Carnival, has the best beds. Definitely shouldn't be that way."""
3/24/2024,Internet Connection ,Other,9094P,Regular Guest,Closed-Resolved,Guest Services,SC-5272410657291356,3/27/2024 15:01,03/27/2024 GSA JKG. Guest  purchased internet twice in error. Please remove the 75$ 
3/24/2024,Room ,Toilet Not Flushing,12350P,Regular Guest,Closed-Resolved,Housekeeping,SC-39414700043119545,3/27/2024 15:13,Toilet Not Flushing
3/24/2024,Room ,Shower / Plumbing,5234S,Regular Guest,Closed-Resolved,Housekeeping,SC-5274027102475167,3/27/2024 15:28,Shower / Plumbing
3/24/2024,Room ,Room Safe,9094P,Regular Guest,Closed-Resolved,Housekeeping,SC-5275743268209334,3/27/2024 15:47,Room Safe
