Voyage_Start_Date,Incident_Category,Incident_Subcategory,Room_Number,Guest_Type,Status,Department,Reference_Id,Added_Date,Description,Latest_Comment,Resolution_Details
3/24/2024,Medical Event ,Other,9094Z,Regular Guest,Closed-Resolved,Sailor Services,SC-637905012844226,3/26/24 1:39 AM,"03/26/23 1:23am Sailor called to SS from the medical reporting he is not feeling well, he has stomach pain, diarreah and he was not able to have any food during the day just drink water. He feels so weak. HDA listened carefully and asked to sailor stay in the medical area, we mentioned to him we will contact nurse on duty to meet him there. ","03/27/24 12:55 GRM AV: sailor Andres confirmed some was cleaning his cabin and appreciate the assistance ""Si todo fabuloso un señor como extraterrestre ?? está haciendo mi habitación, eso mejora mucho mi estado de ánimo y creo que me ayuda para mejorar más pronto""","03/28 HDM OM: The following Sailor has been released from isolation.    NAME & SURNAME: GUZMAN CABALLERO, Andres ALBERTO   CABIN: 9094Z   ISOLATION CABIN:  9094Z   ISOLATION ENDED DATE AND TIME:   Mar 28, 2024 8:00 "
3/24/2024,Cabin ,Air Conditioning,9358A,Regular Guest,Closed-Resolved,Housekeeping,SC-5140268935869724,3/26/24 2:19 AM,Air Conditioning,,Balcony door was open. PAM Made
3/24/2024,Lost & Found ,Lost Item,13266Z,Regular Guest,Closed-Resolved,Housekeeping,SC-5184007068306366,3/26/24 2:25 PM,Sailor Kwane Bodrick called SS and complained that she lost her I-watch charger from the cabin at 7.00 am on 03/26/2024.,Sailor didn't move forward with any further actions so far.,"No further assistance needed at the moment, case will be reopen once its necessary"
3/24/2024,Cabin ,Cabin Safe,10034Z,Regular Guest,Closed-Resolved,Housekeeping,SC-5184621277034350,3/26/24 2:35 PM,Cabin Safe,"Mar 26, 2024 Dm Stan: DM came to assist to open safe but Cabin safe not opening with password - with master password- and metal key also not opening  AIMS for ELECT created SCL1240012891",electrician on duty assist to repair the issue  
3/24/2024,Bar Experience ,Other,11210A,Regular Guest,Closed-Unresolved,Bars,SC-5184457959187133,3/26/24 2:35 PM,"HDA SB 12:40pm 3/26 - Sailor came on day one to report a charge that was done wrong at the sip lounge. It was placed on the beverage dispute list, but as per Bar supervisor sailor was charged accordingly. Sailor came back again asking for an update, HDA informed them accordingly and they are still saying that they only had 4 drinks and they were charged extra. HDA reach out to Bar supervisor and was explained that the drinks were double shot. ",Drinks were corrected on the system.,"we trried several times to contact sailor, SSA left messages but no reply was obtained"
3/24/2024,Cabin ,Cabin Safe,10294A,Regular Guest,Closed-Resolved,Housekeeping,SC-5187001859662372,3/26/24 3:08 PM,Cabin Safe,3/26/2024.7.00pm.DM Herwandi : DM checked with sailor and Safe is working fine.,3/26/2024.7.00pm.DM Herwandi : DM checked with sailor and Safe is working fine.
3/24/2024,Entertainment Experience ,Survey,11362Z,Regular Guest,Closed-Resolved,Entertainment,SC-5143444632614458,3/26/24 3:12 AM,"Q: How was your entertainment?, A: 3
Q: Are you satisfied with the amount of shows and activities during the day?, A: 4
Q: Are you satisfied with the amount of shows and activities at night?, A: 1
Q: Are there any shows or activities that you would like to see that we don't currently offer?, A: Q
Q: Not finished? Tell us everything!, A: Nothing to do at night after 12am. The manor closed very early no music bars closed. 
",,manor closed on embarkation day
3/24/2024,Shore Thing Experience ,Tour Operator Knowledge,8246Z,Regular Guest,Closed-Resolved,Shore Things,SC-5187179532249335,3/26/24 3:17 PM,"3/26/24 HDA CANSU - Sailors sent message in SQ individually and informed that they went to pier around 12:45 pm, 45 minutes before the excursions starting time, Sailor stated that flag number changed temporarily from 11 to 12, and Sailors were confused about where they had to go and which flag number was theirs. Sailor was so confused, however the first message from Sailor Tong Was at 1:24 pm as ""I couldn't find the meeting point so i missed this, I can’t find the meeting point so I missed it.Sorry, the instruction told me the meeting point is number 12. Originally it was 11, but you changed it to 12. This is not my problem When I got off the ship at 12:40 it was number 11 . The most confusing thing is that I was not informed of the temporary change of flag number Only secretly changes in the instructions screen."" ",,03/28/24 ASTM Tobyn : Sailors have been refunded to their onboard account.
3/24/2024,Cabin ,Air Conditioning,12243A,VIP2,Closed-Resolved,Housekeeping,SC-39329458524019704,3/26/24 3:32 PM,Air Conditioning,Sailors are happy the Suite is nice and warm now.,sailor put the thermostat to the maximum and the balcony door was open.
3/24/2024,Security ,Confiscated Item,10106Z,Regular Guest,Closed-Resolved,Housekeeping,SC-39330927140566662,3/26/24 3:57 PM,3/26/2024 DM Stan: CH reported that inside cabin sailor have coffee machine ,"3/26/2024 DM Stan : DM speak with sailors and advice about our safety policy on board and thank for understanding, sailor inform that they understand and Security confiscate item, Sailor was inform that item will be returned on debark day on the gangway","3/26/2024 DM Stan : DM speak with sailors and advice about our safety policy on board and thank for understanding, sailor inform that they understand and Security confiscate item, Sailor was inform that item will be returned on debark day on the gangway"
3/24/2024,Security ,Smoking Policy,10094Z,Regular Guest,Closed-Resolved,Housekeeping,SC-38617121838340416,3/26/24 4:01 PM,3/26/2024 DM Stan: CH reported smoking evidence on the balcony floor,3/27/2024 DM Stan: CH reported that cabin is on DND,CH reported that no more smoking evidence in the balcony
3/24/2024,Cabin ,Minor Maint Issue,15339A,VIP1,Closed-Resolved,Housekeeping,SC-39331349015064361,3/26/24 4:04 PM,Balcony partition door between 15339A and 15339Z is broken as well as the hinges as reported by CH,03/26 @4:15pm-DM-carpenter team put back the partition door.,balcony partition door was fixed and placed back
3/24/2024,Cabin ,Tablet or TV Issue,13162A,Regular Guest,Closed-Resolved,Housekeeping,SC-38617821362391527,3/26/24 4:13 PM,Tablet or TV Issue,"IT came to check and sailor advised him to come back at 6 pm. As per IT its a technical issue, not a physical damage",issue has been handed over to IT team
3/24/2024,Shore Thing Experience ,Overall Experience,11222Z,Regular Guest,Closed-Resolved,Shore Things,SC-39332452453145727,3/26/24 4:22 PM,"Sailors gave feedback that tour was overcrowded & the food given was sub par, they also expressed that on our tour description it expresses highly that if you can not swim then do not book yet on the tour were people could not swim at all from other 3rd party ships, not virgin sailors","STS Nikos spoke to sailors at the CT & thanked them for there feedback & helped ease there dismay by assisting with help for the Bimini Shore Thing, also advised there feedback will be passed on to TO
",NFA sailor happy with feedback being noted 
3/24/2024,Shore Thing Experience ,Overall Experience,13198A,Regular Guest,Closed-Resolved,Shore Things,SC-38618972472696281,3/26/24 4:32 PM,"Sailor gave feedback that his tour was poor & the food quality bad, the overall experience was not worth the money & the locations were less than scenic ","STS Nikos reply - ''Ahoy Chris, I understand & sympathize completely with your above mentioned comments, as per our operator this is the compensation amount advised, what I will further do for you is enclose in this message our Shore side representatives contact details so that you may follow up with them in any further means you feel necessary for a positive resolution, if you may have any other questions I am here to help, thank you & enjoy your evening!","Sailor advised to follow up with shore side, information was provided to do so "
3/24/2024,Luggage ,Other,14086Z,Regular Guest,Closed-Resolved,Sailor Services,SC-5192203645770417,3/26/24 4:35 PM,03/26/2024 HDA JKG. Sailor lost luggage via the airline. Luggage kit etc sent and comp laundry applied. ,,
3/24/2024,Batch Incidents ,Other,11150Z,Regular Guest,Closed-Resolved,Shore Things,SC-5191915061314735,3/26/24 4:40 PM,"Cancelled Chicen Itza tour sailors - Sailors came back by ferry at there own expense, $30, also no food provided as they did not get to the venue where lunch is provided so they had a choice to wait till 630 to come back with the ferry (by that time they would be starving) or come back with a ferry at there own expense 
Tour guide didn’t give much info, only when sailors asked did they give information 
Sailors have already been refunded in full but may ask for additional compensation ","On  03/28/2024 at 11am sailor Jason in 15331Z informed MRSA Allan how they were deeply disappointed in the cancellation of their excursion.
Sailor mentioned how their tour had been canceled mid-way into it. Mr Jason did acknowledge the refund that had been applied but noted that the tour operator did not seem to care about their situation.
Sailor said the tour didn't make them feel as VIPs as they had to arrange their own lunch and transport back to the ship.

MRSA apologized for the unfortunate experience and assured the sailor that the issue would be escalated with Shore Things team","03/27/24 ASTM Tobyn: 30 sailors attended ""Chichén Itzá's Ancient Wonders"" tour yesterday in Cozumel could not do their excursion because because of unforceen taxi strikes that happened in Playa Del Carmen causing the bus not to continue to tour location. All of these sailors have been fully refunded for their tour. Addition to that these sailor had to pay for a ferry from Play Del Cramen back to the ship at their own expense. $12 onboard credit will be applied by the onboard accounting team. Tour Operator advised that 200 Mexican Pecos is the cost for a one way return ticket (not a round trip) back to Cozumel. hence why $12 each will be applied to sailor accounts. Please see the manifest attached of the 30 sailors . The names are received from the Tour Operator from all waivers signed by the sailor who were all in this specific bus."
3/24/2024,Cabin ,Balcony Condition,13034A,Regular Guest,Closed-Resolved,Housekeeping,SC-39325652749124414,3/26/24 4:42 PM,Sailor requested to open the balcony partition door along with 13034A,,balcony door has opened as per request
3/24/2024,Cabin ,Tablet or TV Issue,13134A,Regular Guest,Closed-Resolved,Housekeeping,SC-5192228013476145,3/26/24 4:42 PM,Tablet or TV Issue,"TV and tablet are working fine, sailor is not inside. Will double check again once they come back",no further assistance needed at this moment
3/24/2024,Cabin ,Balcony Condition,13078A,Regular Guest,Closed-Resolved,Housekeeping,SC-39333019039097378,3/26/24 4:44 PM,"Sailor requested to open the balcony partition door along with 13082A, 13086A",,balcony door has opened as per request
3/24/2024,Cabin ,Balcony Condition,13038A,Regular Guest,Closed-Resolved,Housekeeping,SC-39333119010045988,3/26/24 4:46 PM,Sailor requested to open the balcony partition door along with 13042A,,balcony door has opened as per request
3/24/2024,Cabin ,Balcony Condition,13090A,Regular Guest,Closed-Resolved,Housekeeping,SC-5192402239517042,3/26/24 4:48 PM,"Sailor requested to open the balcony partition door along with 13098A, 13094A",,balcony door has opened as per request
3/24/2024,Cabin ,Balcony Condition,12261Z,VIP2,Closed-Resolved,Housekeeping,SC-5192764621520511,3/26/24 4:51 PM,"Sailor requested to open the balcony partition door along with 12267z, 12273z",,balcony door has opened as per request
3/24/2024,Security ,Smoking Policy,12279A,VIP2,Closed-Resolved,Sailor Services,SC-39334309998449131,3/26/24 4:53 PM,RSA Gugu received  the following  message from Todd - Also the marijuana smell is coming from room 12285A. Can you move them if they are going to continue to smoke or move us? They are smoking in the room and it’s bothering my husbands asthma.,4:45pm RSA Gugu upgrade no further incidents reported.,"Sailors are happy, no further incidents."
3/24/2024,Shore Thing Experience ,Overall Experience,13186A,Regular Guest,Closed-Resolved,Shore Things,SC-5193209285314288,3/26/24 5:01 PM,Sailor expressed his tour was not worth the money & the time spent at the swim location was to short for the money paid ,"STS Nikos reached out to sailor on SQ
''Ahoy Michael, Nikos here from the Shore Things department on board just reaching out in regards to your Cozumel tour dissatisfaction yesterday, first & foremost I want to extend my deepest sincerities as to the days dismay & relay your incredibly helpful feedback has been passed on to whom it may concern to better future tours & ultimately sailor experience, after consultation with our operator the tour was excecuted as advertised & did not deviate from normal operation, with that being said we applied a 20% discount to the tour price paid back to your folio for the inconvenience of the day as advised by our operators & hope you have a wonderful rest of your evening, please relay if I may help any further, thank you!''",20% given to sailor for dissatisfaction 
3/24/2024,Account/Billing ,Bar Loot,9370A,Regular Guest,Closed-Resolved,Sailor Services,SC-5193674584215634,3/26/24 5:06 PM,03/26/2024 @ 16:45 - HDA Rone - Sailors have advised that they purchased a bar tab of $100 on the 03/22/2024 but this is not reflecting on their account. HDA advised that I will contact shore side and confirm what has happened here and reach out once they have responded. Sailors happy ,"03/26/2024 @ 18:40 - HDA Rone: HAD received a response from shore side, the response advised the following:""@Rone Watts Sailors added BT and it was removed the same day (3/22)  and refunded to VI *1303"". HDA Rone to advise sailor of this and follow up as per their response.",03/2702024@ 8;52am - HDA Rone - Sailor has not responded therefore the matter will be closed until sailor responds
3/24/2024,Cabin ,Shower or Sink,13030A,Regular Guest,Closed-Resolved,Housekeeping,SC-5194126356876542,3/26/24 5:07 PM,Shower or Sink,,CH went to check and created aims to plumber to fix. scl1240012921
3/24/2024,Cabin ,Tablet or TV Issue,13150Z,Regular Guest,Closed-Resolved,Housekeeping,SC-694150742028414,3/26/24 5:16 PM,Tablet or TV Issue,,Ch confirmed everything is fine
3/24/2024,Cabin ,Survey,14142A,Regular Guest,Closed-Resolved,Housekeeping,SC-39336135786350353,3/26/24 5:23 PM,03/26/24 @17:22 HDA Barbara: Sailors came to SS saying that Sailor Tina was bitten by bedbugs on her right upper arm. ,03/28/24 // 5:44PM // HDA TT: Sailor approached the desk asking for the refund for medical charges. HDA explained that the refund is not possible as the HK investigation didn't find any insets in the cabin. Sailor seemed a bit frustrated and disappointed. HDA provided solutions letter., Sailor informed the CH that she slept well last night and experienced no further issues.
3/24/2024,Cabin ,Vibration,9150A,Regular Guest,Closed-Resolved,Sailor Services,SC-5152323200984604,3/26/24 5:36 AM,"03/26/24 4:47AM Sailor called reporting banging noise coming from the corridor.  HDA listened carefully and we shared this with housekeeping to take a look . PAM confirmed the noise is because the ship movement. Sailor called back to request medical assistance due she is not feeling well after her dinner, HDA mentioned about might be applied additional charge, we connect sailor with  medical center. During the call HDA mentioned the reason of the banging noise, a different cabin was offered to sailor and she appreciated the follow up. ","03/2724 0924hrs: HDA AC: Sailor replied to HDA with a message that read:""Hi Arthur! I appreciate the check-in, TY! I transferred my belongings with the help of the housekeeping staff. The new cabin is comfortable. TY!"" and HDA then responded:""Glad to hear you're settling into the new cabin comfortably. If you need anything else or have any questions, don't hesitate to reach out. Enjoy your time aboard!""",Sailor settled in new cabin nothing further on this case. 
3/24/2024,Cabin ,Air Conditioning,14086Z,Regular Guest,Closed-Resolved,Housekeeping,SC-5153421491895694,3/26/24 5:55 AM,"03/26/24 4:44AM Sailor called reporting the cabin is warm. HDA asked sailor if the balcony door was completely closed and locked and sailor confirmed it's correct. Sailor shared the thermostate was on blue color but the cabin is warm. HDA offered to send assistance and sailor declined, however; sailor requested to take a look on this earliest morning to make sure the AC is working properly.",03/26/24 // 12:02pm // HDA Barbara: HDA called HVAC and they went at 8:30am and spoke to the sailors. Sailor apologized ans they realized that the balcony door was open during the night. AC was working fine.,
3/24/2024,Cabin ,Tablet or TV Issue,13134A,Regular Guest,Closed-Resolved,Housekeeping,SC-5196859998029421,3/26/24 6:02 PM,Tablet or TV Issue,,Ch confirmed everything is fine
3/24/2024,Loyalty Program ,Not on manifest,10026Z,Regular Guest,Closed-Resolved,Sailor Services,SC-39338679108501017,3/26/24 6:18 PM,03/26/24 @18:10 HDA Barbara: Sailor came to SS asking if he can get the DBP as this is his third full fare voyage with us.,"As per Solutions:"" he DBE was added to the sailor's client ID.  The sailor had multiple accounts and they needed to be merged."". ""Please add the DBE perk if you cannot see if based on my update"". DBP were honored.",3/27/2024/ HDA IRINA/ DBP were honored
3/24/2024,Dining Experience ,Service,9198A,Regular Guest,Closed-Resolved,Restaurant,SC-38625405828426292,3/26/24 6:19 PM,"Sailor joined us for dinner at exactly 17:45 and mentioned he needed to leave in 25 minutes. We fired his main course right away at 17:53 and food was sent at 18:10, the minute steak and side dishes were ready to be served sailor said he was leaving as he had to go. He left without eating.",Galley did knew they needed the main course right away to which they pushed.,We apologized for not being quicker but sailor mentioned he had something else to do.
3/24/2024,Loyalty Program ,Did Not receive Perk,12290A,Regular Guest,Closed-Resolved,Sailor Services,SC-38625662350205236,3/26/24 6:23 PM,03/26/24 // 6:21pm // HDA TT: Sailors approached the desk saying that didnt received the celebration bubbles (also cabin 14090Z). The cabins are not in the VR and nothing is reflected in Seaware. Sailors also mentioned that the bottle was promised by the travel agent. Message sent to solutions. ,HDA TT sent a message to the sailor,
3/24/2024,Cabin ,Cabin Safe,11210A,Regular Guest,Closed-Resolved,Housekeeping,SC-39297594103678662,3/26/24 6:53 AM,Cabin Safe,,CH went to check and reset the pin 
3/24/2024,Cabin ,Air Conditioning,13290Z,Regular Guest,Closed-Resolved,Housekeeping,SC-5200616705377876,3/26/24 6:55 PM,Air Conditioning,,"DM confirmed, HVAC came to fix the issue"
3/24/2024,Bar Experience ,Other,8110Z,Regular Guest,Closed-Resolved,Bars,SC-38584568320561423,3/26/24 6:58 AM,"1:08?AM :Kindly note that the sailor from the cabin  12070Z Andres Amorozo  has been restricted from consuming alcohol, as per ABOM.",,logged for recording purposes
3/24/2024,Cabin ,Survey,5262M,Regular Guest,Closed-Resolved,Housekeeping,SC-5157380340342185,3/26/24 7:04 AM,"Q: How would you rate your cabin or RockStar Quarter?, A: 2
Q: Cleanliness of the cabin?, A: 5
Q: Housekeeping service so far?, A: 5
Q: Friendliness of Cabin Host?, A: 5
Q: Not finished? Tell us everything!, A: Beds were not able to be put together, had no idea about this . 
",03/26 @10:40 DM-DM tried to meet sailors to acknowledge the survey but they are not inside (it was dnd early morning),for reference only
3/24/2024,Cabin ,Mini Fridge,12248M,Regular Guest,Closed-Resolved,Housekeeping,SC-39341506786455406,3/26/24 7:05 PM,Mini Fridge,,Ch confirmed everything is fine
3/24/2024,Account/Billing ,Bar Loot,12354Z,Regular Guest,Closed-Resolved,Sailor Services,SC-5158766960165672,3/26/24 7:27 AM,03/25/23 07:20AM HDA AC: The sailor approached SS and said he purchased a $300 BT using his VS card ending 7297 but it was not showing on his account. HDA checked on seaware and saw that there was a refund done of $100 and a refund of $200 on the same day.  HDA then informed the sailor that he would check with shore side regarding this and will revert to him once he receives an answer.,03/27/24 07:47AM HDA AC: Checked the account and the sailor has spent $317 and so he has reached the $300. An email was sent to Finance to apply the bonus BT.,Checked the account and the sailor has spent $317 and so he has reached the $300. An email was sent to Finance to apply the bonus BT.
3/24/2024,Dining Experience ,Food,13202A,Regular Guest,Closed-Resolved,Restaurant,SC-5202243590752038,3/26/24 7:28 PM,Sailors mentioned that the eggplant was not up to their expectation.,,I acknowledge and apologized to the sailors and we offered different dish. Sailors love the recommendation. Chef was informed about the comment.
3/24/2024,Dining Experience ,Food,5302A,Regular Guest,Closed-Resolved,Restaurant,SC-702237313738246,3/26/24 7:31 PM,Sailors mentioned that the eggplant was not up to their liking.,,I acknowledge and apologized to the sailors. Sailors was offered a different dish however sailors declined and didn't like anything else. Chef was informed immediately about the comment.
3/24/2024,Cabin ,Shower or Sink,8350A,Regular Guest,Closed-Resolved,Housekeeping,SC-38630502719589042,3/26/24 7:44 PM,Shower or Sink,,3/26/24 22:09 DM Rada Sink and shower check and drain properly. 
3/24/2024,Entertainment Experience ,Survey,10358A,Regular Guest,Closed-Resolved,Entertainment,SC-5160342498659500,3/26/24 7:53 AM,"Q: How was your entertainment?, A: 2
Q: Are you satisfied with the amount of shows and activities at night?, A: 5
Q: Are there any shows or activities that you would like to see that we don't currently offer?, A: NA
Q: Are you satisfied with the amount of shows and activities during the day?, A: 4
Q: Not finished? Tell us everything!, A: NA
",,No action required
3/24/2024,Shore Thing Experience ,Overall Experience,10054A,Regular Guest,Closed-Resolved,Shore Things,SC-5204814536703919,3/26/24 8:05 PM,"Sailor after swimming ingested some water then when back on board vomited a few times, no one motioned to clean it up & tried to avoid eye contact or approaching the sailor to help, no care or initiative was taken to make this unfortunate incident amended
  ",Sailors are great but requested to cancel Kayak in Bimini to avoid getting in the water. We cancelled and refunded their Kayak. Sailors appreciated.,"Sailors happy with feedback being passed on, NFA"
3/24/2024,Medical Event ,Illness,15339Z,VIP1,Closed-Resolved,Sailor Services,SC-39346136900348959,3/26/24 8:10 PM,"March 26th at 17:15 RSM received a call from MRSA informing Sailor Donna was in the medical center as she was not feeling well. RSM with SSD went to see the Sailor and spoke with her. Sailor said she is fine and should be released after two hours. RSM asked if her travel companions knew she was there and she confirmed. Sailor opted to stay onboard and not disembark to attend to a hospital. RSM spoke with Juan and Diana in person to inform he had visited Donna, they were appreciative for the follow up. ","March 28th at 10:45 Sailors were by the forward elevators on the way to the medical center and enagaged in a conversation with crew, as Sailors mentioned they were going to deck 4 and forward gangway was closed, the crew oriented the Sailors to go to midship. However, the Sailors were going to the medical center and were frustrated they were sent to the wrong place. SSM met with the Sailors and escorted them to the medical. The crew met with the Sailors and extended apologies explaining it was understood they were going ashore.","March 28th at 10:45 Sailors were by the forward elevators on the way to the medical center and enagaged in a conversation with crew, as Sailors mentioned they were going to deck 4 and forward gangway was closed, the crew oriented the Sailors to go to midship. However, the Sailors were going to the medical center and were frustrated they were sent to the wrong place. SSM met with the Sailors and escorted them to the medical. The crew met with the Sailors and extended apologies explaining it was understood they were going ashore. Nothing further. "
3/24/2024,Cabin ,Vibration,10011A,VIP2,Closed-Resolved,Housekeeping,SC-39346615345032279,3/26/24 8:18 PM,"March 26th at 13:20 Sailor Theresa wrote a comment in the survey:"" We keep hearing what sounds like a drum beat thumping throughout the night. Annoying and sometimes hard to get to sleep. Everything else has exceeded our expectations!"". ","27/03/2024 10:00am Rsa Tanya met the sailors , they said it felt vibration and sound 1st day they felt it more , now its less, Rsa Tanya explained about the noise which was coming from deck 16 athletic club , but not anymore Rsa extended apologies.",
3/24/2024,Shore Thing Experience ,Overall Experience,10218A,Regular Guest,Closed-Resolved,Shore Things,SC-5205552207511559,3/26/24 8:24 PM,03/26/24 at 20:20 HDA Lola: Sailor Quantasha via SQ: 'I want to know if I can get a refund or credit due to my excursion being limited I wasn’t able to kayak or paddle board due to the weather. Me multiple sailors had to purchase are own alcoholic drinks even tho on the package it stated that the drinks will be unlimited for 2 hours. The customer service was very poor. They were literally giving us juice in place of an alcoholic beverage.',"03/27/24 ASTM Tobyn"" the following message sent to sailor on SQ "" Ahoy Quanasha! This is Tobyn, Assistant Shor Things Manager. I'm just getting back to you in regards to you tour you had in Cozumel yesterday, Sailor Services passed along your comment's and feedback given. Firstly i would like to extend my apologies for your experience whilst on tour yesterday. i have recorded all you comment's. Please allow me 24hrs as i need to investigate with the Tour Operator as to what happened. I will get back to you with a response. Have a lovely day.""",03/28/24 ASTM Tobyn: 25% discount has been applied to sailors onboard account. 
3/24/2024,Entertainment Experience ,Show Unavailable,13314Z,Regular Guest,Closed-Resolved,Bars,SC-39346392652210661,3/26/24 8:27 PM,Very disappointed that the Negroni tasting class was canceled today due to not enough uptake.,ABOM and mixo will try to contac tthe sailor.,"Mixologist offered an apologie for the inconvincience and gave a small chat to the sailors , compained by small smaples of the negornis given in th eclass, sailors also got the amenities that come with th e class, they were really gratefull on the response to their feedback."
3/24/2024,Account/Billing ,Sailor Loot,14334A,Regular Guest,Closed-Resolved,Sailor Services,SC-5206017594087509,3/26/24 8:35 PM,3/26/24 8:33 PM HDA CS : Sailors approached SS desks claiming that they are missing 100 SL . HDA sent message to solutions and informed the sailors that that HDA will sent them message as soon as there are some news. ,"HDM OM: HDM called, no reply. The below message was sent: Ahoy Jack! We hope you had a great day. We would like to follow up with you in regards to your inquiry with $100 sailor loot. The reason why it was not applied to your account, but on your friends is that you booked your voyage directly with Virgin Voyages, at that moment we didn`t offer any promotions and your friends booked the voyage through the travel agent who offered them promotional loot. Please let us know if there is anything else we can assist you with.",03/28 HDM OM: The sailor was notified that he is not entitled to $100 SL. 
3/24/2024,Cabin ,Cabin Safe,9294Z,Regular Guest,Closed-Resolved,Housekeeping,SC-5206064983211756,3/26/24 8:35 PM,Cabin Safe,3/27/2024.11.56Am. DM herwandi : Safe opened by DM,3/27/2024.11.56Am. DM herwandi : Safe opened by DM 
3/24/2024,Dining Experience ,Survey,9362Z,Regular Guest,Closed-Resolved,Restaurant,SC-5162956947654866,3/26/24 8:37 AM,"Q: How was your dining experience?, A: 3
Q: Friendliness of the crew?, A: 5
Q: Quality of the food?, A: 3
Q: Menu choices?, A: 2
Q: Not finished? Tell us everything!, A: Gede was an excellent server! But we didn't enjoy the food here.  I had the fried chicken sandwich which was very dry and the black bun was too hard to enjoy. The fries, churrros with the strawberry sauce and Yass Queen cocktail were great.  My husband had eggs,potatoes and impossible sausage.  His egg was not cooked to medium as requested and the side of bacon was alright.  He expected it to be smoky but it was sweet.  He had the cheesecake which was decent. I would come back here only for the churrros and bottomless Yasss Queen! 
",,"RM MB called his room to apologized for the inconvenience, Sailor stated that the Food quality is not up to his expectations,RM MB apologized again and invited to try any time the churros, Sailor appreciate it and said will take a consideration thru his voyage, and thanked for the follow up  "
3/24/2024,Cabin ,Cabin Flood,14198A,Regular Guest,Closed-Resolved,Housekeeping,SC-38633713701742530,3/26/24 8:37 PM,"3/26/2024 At 7:45pm, a sailor reported that the carpet in front of the bathroom door was wet. Upon inspection by DM and CH, a wet carpet measuring approximately 10 square cm was found in the cabin. Further investigation revealed that the AC drain was not draining, resulting in water overflowing onto the floor. The water was extracted from the technical space and carpet. AIMS was created for HVAC #SCL1240012932, and SS was informed. The sailor declined to have a blower placed in the cabin as they wished to stay there.","3/27/24 10am Cabin was checked, the carpet got better, no more leaks and no more water in the technical space.","issue resolved,carpet dry"
3/24/2024,Cabin ,Toilet Not Flushing,13326A,Regular Guest,Closed-Resolved,Housekeeping,SC-38591049221465643,3/26/24 8:46 AM,Toilet Not Flushing,issue has been resolved by plumber on duty according to the AIMS,issue has been resolved at 9.00am
3/24/2024,Pre Boarding ,Survey,9338Z,Regular Guest,Closed-Resolved,Sailor Services,SC-39344711110729792,3/26/24 8:46 PM,"03/26 HDM OM: Ahoy team,

The sailor Andrea Meckes is currently sailing on SCL. She approached the desk and requested to speak to a manager. As per her, back in September she was incorrectly advised by a customer service representative via the phone to cancel her voyage and claim with the AON afterwards. The flight was cancelled due to the bad weather, so the sailor could not make it to Barcelona. The sailor is requesting to have an onboard credit as a compensation for her experience. ","""You may give the sailor 150 gsl for inconvenience and to minimize tensions with the sailor however, we will be denying the entire compensation at this time."" - HDM called the sailor, no reply","03/28 HDM OM: The sailor approached the desk to get a follow up. HDM informed the sailor that the shoreside team is not looking into any kind of compensation or refund of the voyage that was cancelled. However, HDM empathized that the sailor is going through some inconveniences and offered a $150 SL to be applied as a gesture of goodwill.  The sailor accepted the loot, however mentioned that she is going through a hell with VV and will never come back to sail with us again, because we scammed her. The sailor requested to have a contact number of the person higher than HDM to speak about compensation. HDM printed a solutions letter "
3/24/2024,Dining Experience ,Food,8038A,VIP2,Closed-Resolved,Restaurant,SC-38634489152800229,3/26/24 8:50 PM,"Sailor has a dairy restriction. However, she said that she can eat everything.",,FYI
3/24/2024,Medical Event ,Medical Emergency,11122A,Regular Guest,Closed-Resolved,Sailor Services,SC-38634751229802532,3/26/24 8:55 PM,"Please be advised of the following incident/accident that occured on tour: 
Sailor name: Gregory Bloom
Sailor age: 53
Cabin: 11122A
Tour Name: Adventure Time at Xcaret's Xplor Park
Tour Operator: Aviomar 
Port of Call: Cozumel
UPDATE 1: As per the tour operator, sailor Gregory (cabin 11122A), allegedly had an epileptic while waiting for the ferry to depart back to Cozumel after his tour. Sailor is being transported to a local hospital, in Playa Del Carmen. 
As per tour operator, sailor is currently being tended to at Hospital Costamed - Carretera Federal 305 de cuota Mz 285 LT 7. Col ejido sur 77712, Playa del carmen.","UPDATE 3: Our Care Team Representative, Darwin Josue Argueta Alvarez, has disembarked and will be escorted by an Aviomar operator to the ferry terminal for transit to the hospital in Playa Del Carmen. Paula Andrea Zapata, our Care Team Manager, will assist Darwin with communication and ensure the well-being of the sailors.","Care team was activated, Items signed over to care team individual. All signed for and cross checked.
Please see signed handwritten log attached in the images"
3/24/2024,Dining Experience ,Food,5274A,Regular Guest,Closed-Resolved,Restaurant,SC-5164814182586156,3/26/24 8:58 AM,"Sailors claimed that bacon is not good as before, RM Marcos offer them another one, they refused.",,Rm Marcos apologized. 
3/24/2024,Account/Billing ,Sailor Loot,12354A,Regular Guest,Closed-Resolved,Sailor Services,SC-39297926393117792,3/26/24 8:59 AM,"03/26/24 @8:50 HDA Barbara: Sailor sent message in chat ""Good morning. I completed my gold level first mates training and completed the Google form, but I don’t see my loot in my account. Are you able to help me with that?""","@10:30 Solutions answered ""Ahoy @Barbara Magos Sailor Stephen is eligible for Seacademy SL- please honor. Thank you"" HDA sent email to Accounting to honor the SL and messaged Sailor in SQ",HDA sent email to Accounting to honor the SL and messaged Sailor in SQ
